year,month,day,creators,cityFrom,coordinatesFrom,regionFrom,coutryFrom,addressees,cityTo,coordinatesTo,regionTo,countryTo,problems
1665,10,20,"Komenský, Jan Amos and Brethren",Amsterdam,"52.37403, 4.88969",North Holland,(United Provinces) Netherlands,"Redinger, Johannes Jacob",The Hague,"52.07667, 4.29861",South Holland,(United Provinces) Netherlands,
1665,10,30,"Komenský, Jan Amos and Brethren",Amsterdam,"52.37403, 4.88969",North Holland,(United Provinces) Netherlands,"Redinger, Johannes Jacob",The Hague,"52.07667, 4.29861",South Holland,(United Provinces) Netherlands,
1662,5,20,"Komenský, Jan Amos and Brethren",Amsterdam,"52.37403, 4.88969",North Holland,(United Provinces) Netherlands,"Voetius, Gisbert",Utrecht,"52.09083, 5.12222",Utrecht,(United Provinces) Netherlands,
1630,10,20,"Komenský, Jan Amos and Brethren",Leszno,"51.84034, 16.57494",Greater Poland Voivodeship,Poland,"Evenius, Sigismund",Magdeburg,"52.12773, 11.62916",Lower Saxon Imperial Circle,Holy Roman Empire (Germany),
1630,6,31,"Komenský, Jan Amos and Brethren",Leszno,"51.84034, 16.57494",Greater Poland Voivodeship,Poland,"Dobříkovský, Jindřich (fl. 1630)",Leiden,"52.15833, 4.49306",South Holland,The Netherlands,
1631,10,11,"Komenský, Jan Amos ~ Cyrillus, Johannes (fl. 1629-34) ~ Pauli, Jiří (fl. 1629-1630)",Leszno,"51.84034, 16.57494",Greater Poland Voivodeship,Poland,"Rivet, André",Leiden,"52.15833, 4.49306",South Holland,The Netherlands,
1634,1,4,"Komenský, Jan Amos and Brethren",Leszno,"51.84034, 16.57494",Greater Poland Voivodeship,Poland,"Rivet, André",Leiden,"52.15833, 4.49306",South Holland,The Netherlands,
1640,12,18,"Komenský, Jan Amos and Brethren",Leszno,"51.84034, 16.57494",Greater Poland Voivodeship,Poland,"Polyander, Johannes van den Kerckhoven",Leiden,"52.15833, 4.49306",South Holland,Netherlands,
1669,3,27,"Komenský, Jan Amos and Brethren",Amsterdam,"52.37403, 4.88969",North Holland,(United Provinces) Netherlands,"Almeloveen, Jan van",Mijdrecht,"52.20667, 4.8625",Netherlands,Netherlands,
1662,2,18,"Komenský, Jan Amos and Brethren",Amsterdam,"52.37403, 4.88969",North Holland,(United Provinces) Netherlands,"Lukavský z Lukavice, Arnošt Maxmilián (fl. 1669)",Frankfurt (Oder),"52.34714, 14.55062",(Upper Saxon Imperial Circle) Brandenburg,Germany,
1663,11,6,"Nigrin, Kristián Vladislav",Geneva,"46.20222, 6.14569",Genève,(Swiss Confederation) Switzerland,"Komenský, Jan Amos",Amsterdam,"52.37403, 4.88969",North Holland,(United Provinces) Netherlands,
1658,3,8,"Schaum, Constantine",Transylvania,"46.5, 25.0",(Principality of Transylvania) Romania,,"Komenský, Jan Amos",Amsterdam,"52.37403, 4.88969",North Holland,(United Provinces) Netherlands,
1658,4,13,"Ott, Johann Heinrich",Zurich,"47.36667, 8.55",Zurich Canton,(Swiss Confederation) Switzerland,"Komenský, Jan Amos",Amsterdam,"52.37403, 4.88969",North Holland,(United Provinces) Netherlands,
1669,10,28,"Ott, Johann Heinrich",Zurich,"47.36667, 8.55",Zurich Canton,(Swiss Confederation) Switzerland,"Komenský, Jan Amos",Amsterdam,"52.37403, 4.88969",North Holland,(United Provinces) Netherlands,
1657,10,27,"Schaum, Constantine",Makovice,"48.12597, 22.79418",Chetfalva,Zakarpatia,"Komenský, Jan Amos",Amsterdam,"52.37403, 4.88969",North Holland,(United Provinces) Netherlands,
1657,10,30,"Schaum, Constantine",Makovice,"48.12597, 22.79418",Chetfalva,Zakarpatia,"Komenský, Jan Amos",Amsterdam,"52.37403, 4.88969",North Holland,(United Provinces) Netherlands,
1663,7,1,"Věžník of Věžník, Adam Ladislav",Vienna,"48.20849, 16.37208",Wien,(Austrian Imperial Circle) Austria,"Komenský, Jan Amos",Amsterdam,"52.37403, 4.88969",North Holland,(United Provinces) Netherlands,
1670,1,13,"Spitzel, Gottlieb",Augsburg,"48.36667, 10.88333",Bavaria,(Bavarian Imperial Circle) Germany,"Komenský, Jan Amos",Amsterdam,"52.37403, 4.88969",North Holland,(United Provinces) Netherlands,
1667,7,18,"Kalinka, Joachim",Ilava,"48.993611, 18.234444",Trenčín Region,(Upper Hungary) Slovakia,"Komenský, Jan Amos",Amsterdam,"52.37403, 4.88969",North Holland,(United Provinces) Netherlands,
1658,4,27,"Drabík, Mikuláš",Lednica,"49.10615, 18.21592",(Upper Hungary) Slovakia,,"Komenský, Jan Amos",Amsterdam,"52.37403, 4.88969",North Holland,(United Provinces) Netherlands,
1663,11,19,"Bielski de Karissow, Wenceslaus Godfried (fl. 1663)",Lednica,"49.10615, 18.21592",(Upper Hungary) Slovakia,,"Komenský, Jan Amos",Amsterdam,"52.37403, 4.88969",North Holland,(United Provinces) Netherlands,
1663,3,16,"Calesius Lucas (fl. 1663) ~ Jeffon, Tobias (fl. 1663) ~ Bielski de Karissow, Wenceslaus Godfried (fl. 1663) ~ Junius, Samuel ~ Laurin, Pavel ~ Alfeus, Ezechiel (fl. 1663) ~ Vetterin, Pavel (fl. 1663) ~ Horatschek, Paulus (fl. 1663)",Púchov,"49.12494, 18.32596",(Upper Hungary) Slovakia,,"Komenský, Jan Amos",Amsterdam,"52.37403, 4.88969",North Holland,(United Provinces) Netherlands,
1663,7,16,"Junius, Samuel",Púchov,"49.12494, 18.32596",(Upper Hungary) Slovakia,,"Komenský, Jan Amos",Amsterdam,"52.37403, 4.88969",North Holland,(United Provinces) Netherlands,
1667,7,25,"Fabricius, Johann Ludwig",Heidelberg,"49.40768, 8.69079",Baden-Württemberg,(Electoral Rhenisch Imperial Circle) Germany,"Komenský, Jan Amos",Amsterdam,"52.37403, 4.88969",North Holland,(United Provinces) Netherlands,
1666,3,1,"Schlezer, Johann Friedrich",Frankfurt am Main,"50.11667, 8.68333",(Upper Rhenish Imperial Circle) Hesse,Germany,"Komenský, Jan Amos",Amsterdam,"52.37403, 4.88969",North Holland,(United Provinces) Netherlands,
1661,9,,"Vojt, Samuel",Herborn,"50.68333, 8.31667",Hesse,(Upper Rhenish Imperial Circle) Germany,"Komenský, Jan Amos",Amsterdam,"52.37403, 4.88969",North Holland,(United Provinces) Netherlands,
1663,10,12,"Seidenbecher, Georg Lorenz",Eisfeld,"50.7333, 10.3667",Thuringia,Germany,"Komenský, Jan Amos",Amsterdam,"52.37403, 4.88969",North Holland,(United Provinces) Netherlands,
1657,10,22,"Felín, Jan ~ Vetter, Daniel (fl. 1663) ~ Nigrin, Johannes (fl. 1657) ~ Prácheňský, Václav, fl. 1657",Brieg,"50.86079, 17.4674",Opole Voivodeship,Poland,"Komenský, Jan Amos",Amsterdam,"52.37403, 4.88969",North Holland,(United Provinces) Netherlands,
1661,2,14,"Gertich, Mikołaj",Brieg,"50.86079, 17.4674",Opole Voivodeship,Poland,"Komenský, Jan Amos",Amsterdam,"52.37403, 4.88969",North Holland,(United Provinces) Netherlands,
1658,1,15,"Gertich, Mikołaj",Silesia,"51.0, 18.0",Poland,,"Komenský, Jan Amos",Amsterdam,"52.37403, 4.88969",North Holland,(United Provinces) Netherlands,
1658,6,24,"Bythner, Johannes",Silesia,"51.0, 18.0",Poland,,"Komenský, Jan Amos",Amsterdam,"52.37403, 4.88969",North Holland,(United Provinces) Netherlands,
1664,6,25,"Herbert, William",Wilton House,"51.0781, -1.856",Wilton,Wiltshire,"Komenský, Jan Amos",Amsterdam,"52.37403, 4.88969",North Holland,(United Provinces) Netherlands,
1657,3,24,"Melisch, Stephan",Wrocław,"51.1, 17.03333",(Silesia) Poland,,"Komenský, Jan Amos",Amsterdam,"52.37403, 4.88969",North Holland,(United Provinces) Netherlands,
1657,6,9,"Schmettau, Heinrich",Wrocław,"51.1, 17.03333",(Silesia) Poland,,"Komenský, Jan Amos",Amsterdam,"52.37403, 4.88969",North Holland,(United Provinces) Netherlands,
1662,8,13,"Bythner, Johannes",Wrocław,"51.1, 17.03333",(Silesia) Poland,,"Komenský, Jan Amos",Amsterdam,"52.37403, 4.88969",North Holland,(United Provinces) Netherlands,
1668,3,23,"Bythner, Johannes",Wrocław,"51.1, 17.03333",(Silesia) Poland,,"Komenský, Jan Amos",Amsterdam,"52.37403, 4.88969",North Holland,(United Provinces) Netherlands,
1659,8,25,"Sadovský ze Sloupna, Jan Jiří",Westminster,"51.5, -0.11667",London,England,"Komenský, Jan Amos",Amsterdam,"52.37403, 4.88969",North Holland,(United Provinces) Netherlands,
1641,11,15,"Komenský, Jan Amos and Brethren",London,"51.50853, -0.12574",England,,"Hotton, Goddofred",Amsterdam,"52.37403, 4.88969",North Holland,(United Provinces) Netherlands,
1641,11,30,"Komenský, Jan Amos and Brethren",London,"51.50853, -0.12574",England,,"Hotton, Goddofred",Amsterdam,"52.37403, 4.88969",North Holland,(United Provinces) Netherlands,
1642,2,6,"Komenský, Jan Amos and Brethren",London,"51.50853, -0.12574",England,,"Hotton, Goddofred",Amsterdam,"52.37403, 4.88969",North Holland,(United Provinces) Netherlands,
1642,3,14,"Komenský, Jan Amos and Brethren",London,"51.50853, -0.12574",England,,"Hotton, Goddofred",Amsterdam,"52.37403, 4.88969",North Holland,(United Provinces) Netherlands,
1642,4,11,"Komenský, Jan Amos and Brethren",London,"51.50853, -0.12574",England,,"Hotton, Goddofred",Amsterdam,"52.37403, 4.88969",North Holland,(United Provinces) Netherlands,
1642,4,18,"Komenský, Jan Amos and Brethren",London,"51.50853, -0.12574",England,,"Hotton, Goddofred",Amsterdam,"52.37403, 4.88969",North Holland,(United Provinces) Netherlands,
1642,12,19,"Komenský, Jan Amos and Brethren",London,"51.50853, -0.12574",England,,"Hotton, Goddofred",Amsterdam,"52.37403, 4.88969",North Holland,(United Provinces) Netherlands,
1657,5,9,"Sadovský ze Sloupna, Jan Jiří",London,"51.50853, -0.12574",England,,"Komenský, Jan Amos",Amsterdam,"52.37403, 4.88969",North Holland,(United Provinces) Netherlands,
1659,1,14,"Sadovský ze Sloupna, Jan Jiří",London,"51.50853, -0.12574",England,,"Komenský, Jan Amos ~ Bythner, Johannes",Amsterdam,"52.37403, 4.88969",North Holland,(United Provinces) Netherlands,
1640,1,26,"Komenský, Jan Amos and Brethren",Leszno,"51.84034, 16.57494",Greater Poland Voivodeship,Poland,"Moriaen, Johann",Amsterdam,"52.37403, 4.88969",North Holland,(United Provinces) Netherlands,
1641,10,11,"Komenský, Jan Amos and Brethren",Leszno,"51.84034, 16.57494",Greater Poland Voivodeship,Poland,"Moriaen, Johann",Amsterdam,"52.37403, 4.88969",North Holland,(United Provinces) Netherlands,
1669,1,6,"Bythner, Johannes",Leszno,"51.84034, 16.57494",Greater Poland Voivodeship,Poland,"Komenský, Jan Amos",Amsterdam,"52.37403, 4.88969",North Holland,(United Provinces) Netherlands,
1669,3,7,"Bythner, Johannes",Leszno,"51.84034, 16.57494",Greater Poland Voivodeship,Poland,"Komenský, Jan Amos",Amsterdam,"52.37403, 4.88969",North Holland,(United Provinces) Netherlands,
1670,3,8,"Bythner, Johannes",Leszno,"51.84034, 16.57494",Greater Poland Voivodeship,Poland,"Komenský, Jan Amos",Amsterdam,"52.37403, 4.88969",North Holland,(United Provinces) Netherlands,
1666,,,"Horn, Johann Michael",Leiden,"52.15833, 4.49306",South Holland,Netherlands,"Komenský, Jan Amos",Amsterdam,"52.37403, 4.88969",North Holland,(United Provinces) Netherlands,
1667,1,8,"Almeloveen, Jan van",Mijdrecht,"52.20667, 4.8625",Netherlands,,"Komenský, Jan Amos",Amsterdam,"52.37403, 4.88969",North Holland,(United Provinces) Netherlands,
1667,7,17,"Almeloveen, Jan van",Mijdrecht,"52.20667, 4.8625",Netherlands,,"Komenský, Jan Amos",Amsterdam,"52.37403, 4.88969",North Holland,(United Provinces) Netherlands,
1667,10,29,"Almeloveen, Jan van",Mijdrecht,"52.20667, 4.8625",Netherlands,,"Komenský, Jan Amos",Amsterdam,"52.37403, 4.88969",North Holland,(United Provinces) Netherlands,
1657,,,"Komenský, Jan Amos and Brethren",Amsterdam,"52.37403, 4.88969",North Holland,(United Provinces) Netherlands,"Rülz, Johann",Amsterdam,"52.37403, 4.88969",North Holland,(United Provinces) Netherlands,
1658,1,1,"Komenský, Jan Amos and Brethren",Amsterdam,"52.37403, 4.88969",North Holland,(United Provinces) Netherlands,"Dutch navy, Prefects of the (fl. 1658)",Amsterdam,"52.37403, 4.88969",North Holland,(United Provinces) Netherlands,
1658,,,"Komenský, Jan Amos and Brethren",Amsterdam,"52.37403, 4.88969",North Holland,(United Provinces) Netherlands,"Amsterdam, Senate of (fl. 1657/8)",Amsterdam,"52.37403, 4.88969",North Holland,(United Provinces) Netherlands,
1660,1,,"Komenský, Jan Amos and Brethren",Amsterdam,"52.37403, 4.88969",North Holland,(United Provinces) Netherlands,"Polemann, Joachim (fl. 1653-61)",Amsterdam,"52.37403, 4.88969",North Holland,(United Provinces) Netherlands,
1664,2,7,"Komenský, Jan Amos and Brethren",Amsterdam,"52.37403, 4.88969",North Holland,(United Provinces) Netherlands,"de Geer, Laurentius",Amsterdam,"52.37403, 4.88969",North Holland,(United Provinces) Netherlands,
1665,8,20,"Komenský, Jan Amos and Brethren",Amsterdam,"52.37403, 4.88969",North Holland,(United Provinces) Netherlands,"Redinger, Johannes Jacob",Amsterdam,"52.37403, 4.88969",North Holland,(United Provinces) Netherlands,
1666,12,5,"Komenský, Jan Amos and Brethren",Amsterdam,"52.37403, 4.88969",North Holland,(United Provinces) Netherlands,"de Geer, Gerhard",Amsterdam,"52.37403, 4.88969",North Holland,(United Provinces) Netherlands,
1668,8,8,"Bourignon, Antoinette",Amsterdam,"52.37403, 4.88969",North Holland,(United Provinces) Netherlands,"Komenský, Jan Amos",Amsterdam,"52.37403, 4.88969",North Holland,(United Provinces) Netherlands,
1668,12,,"Komenský, Jan Amos and Brethren",Amsterdam,"52.37403, 4.88969",North Holland,(United Provinces) Netherlands,"Cort, Christiaan de",Amsterdam,"52.37403, 4.88969",North Holland,(United Provinces) Netherlands,
1659,1,20,"Arnold, Nicholas",Franeker,"53.18546, 5.54123",Friesland,(United Provinces) Netherlands,"Komenský, Jan Amos",Amsterdam,"52.37403, 4.88969",North Holland,(United Provinces) Netherlands,
1664,3,18,"Tobianus, Jan, 1637-1718",Franeker,"53.18546, 5.54123",Friesland,(United Provinces) Netherlands,"Komenský, Jan Amos",Amsterdam,"52.37403, 4.88969",North Holland,(United Provinces) Netherlands,
1656,3,25,"Komenský, Jan Amos and Brethren",Szczecin,"53.42894, 14.55302",Pomeranian Voivodeship,Poland,"Rülz, Johann",Amsterdam,"52.37403, 4.88969",North Holland,(United Provinces) Netherlands,
1642,4,27,"Komenský, Jan Amos and Brethren",Elbing,"54.1560613, 19.4044897",Warmian-Masurian Voivodeship,(Royal Prussia) Poland,"de Geer, Laurentius ~ Hotton, Goddofred",Amsterdam,"52.37403, 4.88969",North Holland,(United Provinces) Netherlands,
1644,3,17,"Komenský, Jan Amos and Brethren",Elbing,"54.1560613, 19.4044897",Warmian-Masurian Voivodeship,(Royal Prussia) Poland,"Hotton, Goddofred",Amsterdam,"52.37403, 4.88969",North Holland,(United Provinces) Netherlands,
1644,6,18,"Komenský, Jan Amos and Brethren",Elbing,"54.1560613, 19.4044897",Warmian-Masurian Voivodeship,(Royal Prussia) Poland,"Hotton, Goddofred",Amsterdam,"52.37403, 4.88969",North Holland,(United Provinces) Netherlands,
1644,9,28,"Komenský, Jan Amos and Brethren",Elbing,"54.1560613, 19.4044897",Warmian-Masurian Voivodeship,(Royal Prussia) Poland,"de Geer, Louis",Amsterdam,"52.37403, 4.88969",North Holland,(United Provinces) Netherlands,
1644,9,28,"Komenský, Jan Amos and Brethren",Elbing,"54.1560613, 19.4044897",Warmian-Masurian Voivodeship,(Royal Prussia) Poland,"Hotton, Goddofred",Amsterdam,"52.37403, 4.88969",North Holland,(United Provinces) Netherlands,
1644,12,10,"Komenský, Jan Amos and Brethren",Elbing,"54.1560613, 19.4044897",Warmian-Masurian Voivodeship,(Royal Prussia) Poland,"de Geer, Louis",Amsterdam,"52.37403, 4.88969",North Holland,(United Provinces) Netherlands,
1645,4,18,"Komenský, Jan Amos and Brethren",Elbing,"54.1560613, 19.4044897",Warmian-Masurian Voivodeship,(Royal Prussia) Poland,"Hotton, Goddofred",Amsterdam,"52.37403, 4.88969",North Holland,(United Provinces) Netherlands,
1645,5,25,"Komenský, Jan Amos and Brethren",Elbing,"54.1560613, 19.4044897",Warmian-Masurian Voivodeship,(Royal Prussia) Poland,"Hotton, Goddofred",Amsterdam,"52.37403, 4.88969",North Holland,(United Provinces) Netherlands,
1645,6,14,"Komenský, Jan Amos and Brethren",Elbing,"54.1560613, 19.4044897",Warmian-Masurian Voivodeship,(Royal Prussia) Poland,"Hotton, Goddofred",Amsterdam,"52.37403, 4.88969",North Holland,(United Provinces) Netherlands,
1645,8,7,"Komenský, Jan Amos and Brethren",Elbing,"54.1560613, 19.4044897",Warmian-Masurian Voivodeship,(Royal Prussia) Poland,"Hotton, Goddofred",Amsterdam,"52.37403, 4.88969",North Holland,(United Provinces) Netherlands,
1645,11,9,"Komenský, Jan Amos and Brethren",Elbing,"54.1560613, 19.4044897",Warmian-Masurian Voivodeship,(Royal Prussia) Poland,"Hotton, Goddofred",Amsterdam,"52.37403, 4.88969",North Holland,(United Provinces) Netherlands,
1661,6,20,"Hübner, Joachim",Clivis,,Cleve,,"Komenský, Jan Amos",Amsterdam,"52.37403, 4.88969",North Holland,(United Provinces) Netherlands,
1669,4,19,"Komenský, Jan Amos and Brethren",Amsterdam,"52.37403, 4.88969",North Holland,(United Provinces) Netherlands,"Raue, Johann",Berlin,"52.52437, 13.41053",Berlin,Germany,
1649,9,10,"Bythner, Johannes",Leszno,"51.84034, 16.57494",Greater Poland Voivodeship,Poland,"Gleinig, Jerzy (fl. 1649-58)",Orzeszkowo,"52.55172, 16.10184",Greater Poland Voivodeship,Poland,
1650,1,14,"Bythner, Johannes",Leszno,"51.84034, 16.57494",Greater Poland Voivodeship,Poland,Seniors and patrons of the church in Orzeszków (fl. 1650),Orzeszkowo,"52.55172, 16.10184",Greater Poland Voivodeship,Poland,
1658,4,20,Participants of a synod of the Unity of Brethren (fl. 1658),Wrocław,"51.1, 17.03333",(Silesia) Poland,,Alkamarienses (fl. 1658),Alkmaar,"52.63167, 4.74861",North Holland,(United Provinces) Netherlands,
1638,6,1,"Komenský, Jan Amos and Brethren",Leszno,"51.84034, 16.57494",Greater Poland Voivodeship,Poland,"Rybiński, Jan",Obrzycko,"52.70338, 16.52807",Greater Poland Voivodeship,Poland,
1645,9,24,"Komenský, Jan Amos and Brethren",Toruń,"53.01375, 18.59814",Kujawsko-Pomorskie,(Royal Prussia) Poland,"Kinner, Cyprian",Toruń,"53.01375, 18.59814",Kujawsko-Pomorskie,(Royal Prussia) Poland,
1635,11,6,"Komenský, Jan Amos and Brethren",Leszno,"51.84034, 16.57494",Greater Poland Voivodeship,Poland,Representatives of church and school administration inBremen (fl. 1635),Bremen,"53.07516, 8.80777",Lower Saxon Imperial Circle,Holy Roman Empire (Germany),
1630,4,8,"Komenský, Jan Amos  ~ Cyrillus, Johannes (fl. 1629-34) ~ Pauli, Jiří (fl. 1629-1630)",Leszno,"51.84034, 16.57494",Greater Poland Voivodeship,Poland,Professors of the University of Franeker,Franeker,"53.18546, 5.54123",Friesland,The Netherlands,
1657,5,7,"Komenský, Jan Amos and Brethren",Amsterdam,"52.37403, 4.88969",North Holland,(United Provinces) Netherlands,"Arnold, Nicholas",Franeker,"53.18546, 5.54123",Friesland,(United Provinces) Netherlands,
1659,12,18,"Komenský, Jan Amos and Brethren",Amsterdam,"52.37403, 4.88969",North Holland,(United Provinces) Netherlands,"Arnold, Nicholas",Franeker,"53.18546, 5.54123",Friesland,(United Provinces) Netherlands,
1664,3,20,"Komenský, Jan Amos and Brethren",Amsterdam,"52.37403, 4.88969",North Holland,(United Provinces) Netherlands,"Valckenier, Johannes",Franeker,"53.18546, 5.54123",Friesland,(United Provinces) Netherlands,
,4,23,"Komenský, Jan Amos and Brethren",Amsterdam,"52.37403, 4.88969",North Holland,(United Provinces) Netherlands,"Arnold, Nicholas",Franeker,"53.18546, 5.54123",Friesland,(United Provinces) Netherlands,
1664,4,23,"Komenský, Jan Amos and Brethren",Amsterdam,"52.37403, 4.88969",North Holland,(United Provinces) Netherlands,Romberg (fl. 1664),Leeuwarden,"53.20139, 5.80859",Friesland,(United Provinces) Netherlands,
1664,5,26,"Komenský, Jan Amos and Brethren",Amsterdam,"52.37403, 4.88969",North Holland,(United Provinces) Netherlands,Romberg (fl. 1664),Leeuwarden,"53.20139, 5.80859",Friesland,(United Provinces) Netherlands,
1664,8,16,"Komenský, Jan Amos and Brethren",Amsterdam,"52.37403, 4.88969",North Holland,(United Provinces) Netherlands,Romberg (fl. 1664),Leeuwarden,"53.20139, 5.80859",Friesland,(United Provinces) Netherlands,
1664,10,29,"Komenský, Jan Amos and Brethren",Amsterdam,"52.37403, 4.88969",North Holland,(United Provinces) Netherlands,Romberg (fl. 1664),Leeuwarden,"53.20139, 5.80859",Friesland,(United Provinces) Netherlands,
1644,3,17,"Komenský, Jan Amos and Brethren",Elbing,"54.1560613, 19.4044897",Warmian-Masurian Voivodeship,(Royal Prussia) Poland,"Andreae, Tobias",Groningen,"53.21917, 6.56667",Groningen,(United Provinces) Netherlands,
1644,8,16,"Komenský, Jan Amos and Brethren",Elbing,"54.1560613, 19.4044897",Warmian-Masurian Voivodeship,(Royal Prussia) Poland,"Andreae, Tobias",Groningen,"53.21917, 6.56667",Groningen,(United Provinces) Netherlands,
1655,6,16,"Komenský, Jan Amos and Brethren",Wrocław,"51.1, 17.03333",(Silesia) Poland,,"Lillieström, Johann Nicodemi",Szczecin,"53.42894, 14.55302",Pomeranian Voivodeship,Poland,
1655,4,30,"Komenský, Jan Amos and Brethren",Leszno,"51.84034, 16.57494",Greater Poland Voivodeship,Poland,"Lillieström, Johann Nicodemi",Szczecin,"53.42894, 14.55302",Pomeranian Voivodeship,Poland,
1655,5,18,"Komenský, Jan Amos and Brethren",Leszno,"51.84034, 16.57494",Greater Poland Voivodeship,Poland,"Lillieström, Johann Nicodemi",Szczecin,"53.42894, 14.55302",Pomeranian Voivodeship,Poland,
1655,5,31,"Komenský, Jan Amos and Brethren",Leszno,"51.84034, 16.57494",Greater Poland Voivodeship,Poland,"Lillieström, Johann Nicodemi",Szczecin,"53.42894, 14.55302",Pomeranian Voivodeship,Poland,
1655,,,"Komenský, Jan Amos and Brethren",Leszno,"51.84034, 16.57494",Greater Poland Voivodeship,Poland,"Lillieström, Johann Nicodemi",Szczecin,"53.42894, 14.55302",Pomeranian Voivodeship,Poland,
1656,6,15,"Rákóczi, György II ~ Medniansky, János",Radnosini,,,,"Komenský, Jan Amos",Szczecin,"53.42894, 14.55302",Pomeranian Voivodeship,Poland,
1633,6,13,"Komenský, Jan Amos and Brethren",Leszno,"51.84034, 16.57494",Greater Poland Voivodeship,Poland,"Docemius, Johann",Hamburg,"53.57532, 10.01534",Lower Saxon Imperial Circle,Holy Roman Empire (Germany),
1643,6,15,"Komenský, Jan Amos and Brethren",Elbing,"54.1560613, 19.4044897",Warmian-Masurian Voivodeship,(Royal Prussia) Poland,"Jung, Joachim",Hamburg,"53.57532, 10.01534",Hamburg,Germany,
1642,9,21,"Komenský, Jan Amos and Brethren",Norrköping,"58.59419, 16.1826",Östergötland,Sweden,"Jung, Joachim",Hamburg,"53.57532, 10.01534",Hamburg,Germany,
1640,6,28,"Komenský, Jan Amos and Brethren",Leszno,"51.84034, 16.57494",Greater Poland Voivodeship,Poland,"Stolz von Stolzenberg, Daniel",Prabuty,"53.755, 19.20547",Pomeranian Voivodeship,(Royal Prussia) Poland,
1643,9,10,"Bisterfeld, Johann Heinrich",Alba Iulia,"46.06667, 23.58333",Judeţul Alba,(Principality of Transylvania) Romania,"Komenský, Jan Amos",Elbing,"54.1560613, 19.4044897",Warmian-Masurian Voivodeship,(Royal Prussia) Poland,
1647,12,14,"Dujat, Jean",Paris,"48.85341, 2.3488",Île-de-France,France,"Komenský, Jan Amos",Elbing,"54.1560613, 19.4044897",Warmian-Masurian Voivodeship,(Royal Prussia) Poland,
1644,3,23,"Kinner, Cyprian",Brieg,"50.86079, 17.4674",Opole Voivodeship,Poland,"Komenský, Jan Amos",Elbing,"54.1560613, 19.4044897",Warmian-Masurian Voivodeship,(Royal Prussia) Poland,
1644,10,8,"Kinner, Cyprian",Brieg,"50.86079, 17.4674",Opole Voivodeship,Poland,"Komenský, Jan Amos",Elbing,"54.1560613, 19.4044897",Warmian-Masurian Voivodeship,(Royal Prussia) Poland,
1645,2,19,"Kinner, Cyprian",Brieg,"50.86079, 17.4674",Opole Voivodeship,Poland,"Komenský, Jan Amos",Elbing,"54.1560613, 19.4044897",Warmian-Masurian Voivodeship,(Royal Prussia) Poland,
1645,4,19,"Kinner, Cyprian",Brieg,"50.86079, 17.4674",Opole Voivodeship,Poland,"Komenský, Jan Amos",Elbing,"54.1560613, 19.4044897",Warmian-Masurian Voivodeship,(Royal Prussia) Poland,
